,pokedex_number,image_url,name,types,abilities,base_stats
569,#0570,/pokedex-sv/icon/new/570.png,Zorua,['dark'],Illusion,"['40', '65', '40', '80', '40', '65']"
570,#0571,/pokedex-sv/icon/new/571.png,Zoroark,['dark'],Illusion,"['60', '105', '60', '120', '60', '105']"
571,#0572,/pokedex-sv/icon/new/572.png,Minccino,['normal'],"Cute Charm, Technician, Skill Link","['55', '50', '40', '40', '40', '75']"
572,#0573,/pokedex-sv/icon/new/573.png,Cinccino,['normal'],"Cute Charm, Technician, Skill Link","['75', '95', '60', '65', '60', '115']"
573,#0574,/pokedex-sv/icon/new/574.png,Gothita,['psychic'],"Frisk, Competitive, Shadow Tag","['45', '30', '50', '55', '65', '45']"
574,#0575,/pokedex-sv/icon/new/575.png,Gothorita,['psychic'],"Frisk, Competitive, Shadow Tag","['60', '45', '70', '75', '85', '55']"
575,#0576,/pokedex-sv/icon/new/576.png,Gothitelle,['psychic'],"Frisk, Competitive, Shadow Tag","['70', '55', '95', '95', '110', '65']"
576,#0577,/pokedex-sv/icon/new/577.png,Solosis,['psychic'],"Overcoat, Magic Guard, Regenerator","['45', '30', '40', '105', '50', '20']"
577,#0578,/pokedex-sv/icon/new/578.png,Duosion,['psychic'],"Overcoat, Magic Guard, Regenerator","['65', '40', '50', '125', '60', '30']"
578,#0579,/pokedex-sv/icon/new/579.png,Reuniclus,['psychic'],"Overcoat, Magic Guard, Regenerator","['110', '65', '75', '125', '85', '30']"
579,#0580,/pokedex-sv/icon/new/580.png,Ducklett,"['water', 'flying']","Keen Eye, Big Pecks, Hydration","['62', '44', '50', '44', '50', '55']"
580,#0581,/pokedex-sv/icon/new/581.png,Swanna,"['water', 'flying']","Keen Eye, Big Pecks, Hydration","['75', '87', '63', '87', '63', '98']"
581,#0582,/pokedex-sv/icon/new/582.png,Vanillite,['ice'],"Ice Body, Snow Cloak, Weak Armor","['36', '50', '50', '65', '60', '44']"
582,#0583,/pokedex-sv/icon/new/583.png,Vanillish,['ice'],"Ice Body, Snow Cloak, Weak Armor","['51', '65', '65', '80', '75', '59']"
583,#0584,/pokedex-sv/icon/new/584.png,Vanilluxe,['ice'],"Ice Body, Snow Warning, Weak Armor","['71', '95', '85', '110', '95', '79']"
584,#0585,/pokedex-sv/icon/new/585.png,Deerling,"['normal', 'grass']","Chlorophyll, Sap Sipper, Serene Grace","['60', '60', '50', '40', '50', '75']"
585,#0586,/pokedex-sv/icon/new/586.png,Sawsbuck,"['normal', 'grass']","Chlorophyll, Sap Sipper, Serene Grace","['80', '100', '70', '60', '70', '95']"
586,#0587,/pokedex-sv/icon/new/587.png,Emolga,"['electric', 'flying']","Static, Motor Drive","['55', '75', '60', '75', '60', '103']"
587,#0588,/pokedex-sv/icon/new/588.png,Karrablast,['bug'],"Swarm, Shed Skin, No Guard","['50', '75', '45', '40', '45', '60']"
588,#0589,/pokedex-sv/icon/new/589.png,Escavalier,"['bug', 'steel']","Swarm, Shell Armor, Overcoat","['70', '135', '105', '60', '105', '20']"
589,#0590,/pokedex-sv/icon/new/590.png,Foongus,"['grass', 'poison']","Effect Spore, Regenerator","['69', '55', '45', '55', '55', '15']"
590,#0591,/pokedex-sv/icon/new/591.png,Amoonguss,"['grass', 'poison']","Effect Spore, Regenerator","['114', '85', '70', '85', '80', '30']"
591,#0592,/pokedex-sv/icon/new/592.png,Frillish,"['water', 'ghost']","Water Absorb, Cursed Body, Damp","['55', '40', '50', '65', '85', '40']"
592,#0593,/pokedex-sv/icon/new/593.png,Jellicent,"['water', 'ghost']","Water Absorb, Cursed Body, Damp","['100', '60', '70', '85', '105', '60']"
593,#0594,/pokedex-sv/icon/new/594.png,Alomomola,['water'],"Healer, Hydration, Regenerator","['165', '75', '80', '40', '45', '65']"
594,#0595,/pokedex-sv/icon/new/595.png,Joltik,"['bug', 'electric']","Compoundeyes, Unnerve, Swarm","['50', '47', '50', '57', '50', '65']"
595,#0596,/pokedex-sv/icon/new/596.png,Galvantula,"['bug', 'electric']","Compoundeyes, Unnerve, Swarm","['70', '77', '60', '97', '60', '108']"
596,#0597,/pokedex-sv/icon/new/597.png,Ferroseed,"['grass', 'steel']",Iron Barbs,"['44', '50', '91', '24', '86', '10']"
597,#0598,/pokedex-sv/icon/new/598.png,Ferrothorn,"['grass', 'steel']","Iron Barbs, Anticipation","['74', '94', '131', '54', '116', '20']"
598,#0599,/pokedex-sv/icon/new/599.png,Klink,['steel'],"Plus, Minus, Clear Body","['40', '55', '70', '45', '60', '30']"
599,#0600,/pokedex-sv/icon/new/600.png,Klang,['steel'],"Plus, Minus, Clear Body","['60', '80', '95', '70', '85', '50']"
600,#0601,/pokedex-sv/icon/new/601.png,Klinklang,['steel'],"Plus, Minus, Clear Body","['60', '100', '115', '70', '85', '90']"
601,#0602,/pokedex-sv/icon/new/602.png,Tynamo,['electric'],Levitate,"['35', '55', '40', '45', '40', '60']"
602,#0603,/pokedex-sv/icon/new/603.png,Eelektrik,['electric'],Levitate,"['65', '85', '70', '75', '70', '40']"
603,#0604,/pokedex-sv/icon/new/604.png,Eelektross,['electric'],Levitate,"['85', '115', '80', '105', '80', '50']"
604,#0605,/pokedex-sv/icon/new/605.png,Elgyem,['psychic'],"Telepathy, Synchronize, Analytic","['55', '55', '55', '85', '55', '30']"
605,#0606,/pokedex-sv/icon/new/606.png,Beheeyem,['psychic'],"Telepathy, Synchronize, Analytic","['75', '75', '75', '125', '95', '40']"
606,#0607,/pokedex-sv/icon/new/607.png,Litwick,"['ghost', 'fire']","Flash Fire, Flame Body, Infiltrator","['50', '30', '55', '65', '55', '20']"
607,#0608,/pokedex-sv/icon/new/608.png,Lampent,"['ghost', 'fire']","Flash Fire, Flame Body, Infiltrator","['60', '40', '60', '95', '60', '55']"
608,#0609,/pokedex-sv/icon/new/609.png,Chandelure,"['ghost', 'fire']","Flash Fire, Flame Body, Infiltrator","['60', '55', '90', '145', '90', '80']"
609,#0610,/pokedex-sv/icon/new/610.png,Axew,['dragon'],"Rivalry, Mold Breaker, Unnerve","['46', '87', '60', '30', '40', '57']"
610,#0611,/pokedex-sv/icon/new/611.png,Fraxure,['dragon'],"Rivalry, Mold Breaker, Unnerve","['66', '117', '70', '40', '50', '67']"
611,#0612,/pokedex-sv/icon/new/612.png,Haxorus,['dragon'],"Rivalry, Mold Breaker, Unnerve","['76', '147', '90', '60', '70', '97']"
612,#0613,/pokedex-sv/icon/new/613.png,Cubchoo,['ice'],"Snow Cloak, Slush Rush, Rattled","['55', '70', '40', '60', '40', '40']"
613,#0614,/pokedex-sv/icon/new/614.png,Beartic,['ice'],"Snow Cloak, Slush Rush, Swift Swim","['95', '130', '80', '70', '80', '50']"
614,#0615,/pokedex-sv/icon/new/615.png,Cryogonal,['ice'],Levitate,"['80', '50', '50', '95', '135', '105']"
615,#0616,/pokedex-sv/icon/new/616.png,Shelmet,['bug'],"Hydration, Shell Armor, Overcoat","['50', '40', '85', '40', '65', '25']"
616,#0617,/pokedex-sv/icon/new/617.png,Accelgor,['bug'],"Hydration, Sticky Hold, Unburden","['80', '70', '40', '100', '60', '145']"
617,#0618,/pokedex-sv/icon/new/618.png,Stunfisk,"['ground', 'electric']","Static, Limber, Sand Veil","['109', '66', '84', '81', '99', '32']"
618,#0619,/pokedex-sv/icon/new/619.png,Mienfoo,['fighting'],"Inner Focus, Regenerator, Reckless","['45', '85', '50', '55', '50', '65']"
619,#0620,/pokedex-sv/icon/new/620.png,Mienshao,['fighting'],"Inner Focus, Regenerator, Reckless","['65', '125', '60', '95', '60', '105']"
620,#0621,/pokedex-sv/icon/new/621.png,Druddigon,['dragon'],"Rough Skin, Sheer Force, Mold Breaker","['77', '120', '90', '60', '90', '48']"
621,#0622,/pokedex-sv/icon/new/622.png,Golett,"['ground', 'ghost']","Iron Fist, Klutz, No Guard","['59', '74', '50', '35', '50', '35']"
622,#0623,/pokedex-sv/icon/new/623.png,Golurk,"['ground', 'ghost']","Iron Fist, Klutz, No Guard","['89', '124', '80', '55', '80', '55']"
623,#0624,/pokedex-sv/icon/new/624.png,Pawniard,"['dark', 'steel']","Defiant, Inner Focus, Pressure","['45', '85', '70', '40', '40', '60']"
624,#0625,/pokedex-sv/icon/new/625.png,Bisharp,"['dark', 'steel']","Defiant, Inner Focus, Pressure","['65', '125', '100', '60', '70', '70']"
625,#0626,/pokedex-sv/icon/new/626.png,Bouffalant,['normal'],"Reckless, Sap Sipper, Soundproof","['95', '110', '95', '40', '95', '55']"
626,#0627,/pokedex-sv/icon/new/627.png,Rufflet,"['normal', 'flying']","Keen Eye, Sheer Force, Hustle","['70', '83', '50', '37', '50', '60']"
627,#0628,/pokedex-sv/icon/new/628.png,Braviary,"['normal', 'flying']","Keen Eye, Sheer Force, Defiant","['100', '123', '75', '57', '75', '80']"
628,#0629,/pokedex-sv/icon/new/629.png,Vullaby,"['dark', 'flying']","Big Pecks, Overcoat, Weak Armor","['70', '55', '75', '45', '65', '60']"
629,#0630,/pokedex-sv/icon/new/630.png,Mandibuzz,"['dark', 'flying']","Big Pecks, Overcoat, Weak Armor","['110', '65', '105', '55', '95', '80']"
630,#0631,/pokedex-sv/icon/new/631.png,Heatmor,['fire'],"Gluttony, Flash Fire, White Smoke","['85', '97', '66', '105', '66', '65']"
631,#0632,/pokedex-sv/icon/new/632.png,Durant,"['bug', 'steel']","Swarm, Hustle, Truant","['58', '109', '112', '48', '48', '109']"
632,#0633,/pokedex-sv/icon/new/633.png,Deino,"['dark', 'dragon']",Hustle,"['52', '65', '50', '45', '50', '38']"
633,#0634,/pokedex-sv/icon/new/634.png,Zweilous,"['dark', 'dragon']",Hustle,"['72', '85', '70', '65', '70', '58']"
634,#0635,/pokedex-sv/icon/new/635.png,Hydreigon,"['dark', 'dragon']",Levitate,"['92', '105', '90', '125', '90', '98']"
635,#0636,/pokedex-sv/icon/new/636.png,Larvesta,"['bug', 'fire']","Flame Body, Swarm","['55', '85', '55', '50', '55', '60']"
636,#0637,/pokedex-sv/icon/new/637.png,Volcarona,"['bug', 'fire']","Flame Body, Swarm","['85', '60', '65', '135', '105', '100']"
637,#0638,/pokedex-sv/icon/new/638.png,Cobalion,"['steel', 'fighting']",Justified,"['91', '90', '129', '90', '72', '108']"
638,#0639,/pokedex-sv/icon/new/639.png,Terrakion,"['rock', 'fighting']",Justified,"['91', '129', '90', '72', '90', '108']"
639,#0640,/pokedex-sv/icon/new/640.png,Virizion,"['grass', 'fighting']",Justified,"['91', '90', '72', '90', '129', '108']"
640,#0641,/pokedex-sv/icon/new/641.png,Tornadus,['flying'],"Prankster, Defiant","['79', '115', '70', '125', '80', '111']"
641,#0642,/pokedex-sv/icon/new/642.png,Thundurus,"['electric', 'flying']","Prankster, Defiant","['79', '115', '70', '125', '80', '111']"
642,#0643,/pokedex-sv/icon/new/643.png,Reshiram,"['dragon', 'fire']",Turboblaze,"['100', '120', '100', '150', '120', '90']"
643,#0644,/pokedex-sv/icon/new/644.png,Zekrom,"['dragon', 'electric']",Teravolt,"['100', '150', '120', '120', '100', '90']"
644,#0645,/pokedex-sv/icon/new/645.png,Landorus,"['ground', 'flying']","Sand Force, Sheer Force","['89', '125', '90', '115', '80', '101']"
645,#0646,/pokedex-sv/icon/new/646.png,Kyurem,"['dragon', 'ice']",Pressure,"['125', '130', '90', '130', '90', '95']"
646,#0647,/pokedex-sv/icon/new/647.png,Keldeo,"['water', 'fighting']",Justified,"['91', '72', '90', '129', '90', '108']"
647,#0648,/pokedex-sv/icon/new/648.png,Meloetta,"['normal', 'psychic']",Serene Grace,"['100', '77', '77', '128', '128', '90']"
648,#0649,/pokedex-sv/icon/new/649.png,Genesect,"['bug', 'steel']",Download,"['71', '120', '95', '120', '95', '99']"
649,#0650,/pokedex-sv/icon/new/650.png,Chespin,['grass'],"Overgrow, Bulletproof","['56', '61', '65', '48', '45', '38']"
650,#0651,/pokedex-sv/icon/new/651.png,Quilladin,['grass'],"Overgrow, Bulletproof","['61', '78', '95', '56', '58', '57']"
651,#0652,/pokedex-sv/icon/new/652.png,Chesnaught,"['grass', 'fighting']","Overgrow, Bulletproof","['88', '107', '122', '74', '75', '64']"
652,#0653,/pokedex-sv/icon/new/653.png,Fennekin,['fire'],"Blaze, Magician","['40', '45', '40', '62', '60', '60']"
653,#0654,/pokedex-sv/icon/new/654.png,Braixen,['fire'],"Blaze, Magician","['59', '59', '58', '90', '70', '73']"
654,#0655,/pokedex-sv/icon/new/655.png,Delphox,"['fire', 'psychic']","Blaze, Magician","['75', '69', '72', '114', '100', '104']"
655,#0656,/pokedex-sv/icon/new/656.png,Froakie,['water'],"Torrent, Protean","['41', '56', '40', '62', '44', '71']"
656,#0657,/pokedex-sv/icon/new/657.png,Frogadier,['water'],"Torrent, Protean","['54', '63', '52', '83', '56', '97']"
657,#0658,/pokedex-sv/icon/new/658.png,Greninja,"['water', 'dark']","Torrent, Protean","['72', '95', '67', '103', '71', '122']"
658,#0659,/pokedex-sv/icon/new/659.png,Bunnelby,['normal'],"Pickup, Cheek Pouch, Huge Power","['38', '36', '38', '32', '36', '57']"
659,#0660,/pokedex-sv/icon/new/660.png,Diggersby,"['normal', 'ground']","Pickup, Cheek Pouch, Huge Power","['85', '56', '77', '50', '77', '78']"
660,#0661,/pokedex-sv/icon/new/661.png,Fletchling,"['normal', 'flying']","Big Pecks, Gale Wings","['45', '50', '43', '40', '38', '62']"
661,#0662,/pokedex-sv/icon/new/662.png,Fletchinder,"['fire', 'flying']","Flame Body, Gale Wings","['62', '73', '55', '56', '52', '84']"
662,#0663,/pokedex-sv/icon/new/663.png,Talonflame,"['fire', 'flying']","Flame Body, Gale Wings","['78', '81', '71', '74', '69', '126']"
663,#0664,/pokedex-sv/icon/new/664.png,Scatterbug,['bug'],"Shield Dust, Compoundeyes, Friend Guard","['38', '35', '40', '27', '25', '35']"
664,#0665,/pokedex-sv/icon/new/665.png,Spewpa,['bug'],"Shed Skin, Friend Guard","['45', '22', '60', '27', '30', '29']"
665,#0666,/pokedex-sv/icon/new/666.png,Vivillon,"['bug', 'flying']","Shield Dust, Compoundeyes, Friend Guard","['80', '52', '50', '90', '50', '89']"
666,#0667,/pokedex-sv/icon/new/667.png,Litleo,"['fire', 'normal']","Rivalry, Unnerve, Moxie","['62', '50', '58', '73', '54', '72']"
667,#0668,/pokedex-sv/icon/new/668.png,Pyroar,"['fire', 'normal']","Rivalry, Unnerve, Moxie","['86', '68', '72', '109', '66', '106']"
668,#0669,/pokedex-sv/icon/new/669.png,Flabébé,['fairy'],"Flower Veil, Symbiosis","['44', '38', '39', '61', '79', '42']"
669,#0670,/pokedex-sv/icon/new/670.png,Floette,['fairy'],"Flower Veil, Symbiosis","['54', '45', '47', '75', '98', '52']"
670,#0671,/pokedex-sv/icon/new/671.png,Florges,['fairy'],"Flower Veil, Symbiosis","['78', '65', '68', '112', '154', '75']"
671,#0672,/pokedex-sv/icon/new/672.png,Skiddo,['grass'],"Sap Sipper, Grass Pelt","['66', '65', '48', '62', '57', '52']"
672,#0673,/pokedex-sv/icon/new/673.png,Gogoat,['grass'],"Sap Sipper, Grass Pelt","['123', '100', '62', '97', '81', '68']"
673,#0674,/pokedex-sv/icon/new/674.png,Pancham,['fighting'],"Iron Fist, Mold Breaker, Scrappy","['67', '82', '62', '46', '48', '43']"
674,#0675,/pokedex-sv/icon/new/675.png,Pangoro,"['fighting', 'dark']","Iron Fist, Mold Breaker, Scrappy","['95', '124', '78', '69', '71', '58']"
675,#0676,/pokedex-sv/icon/new/676.png,Furfrou,['normal'],Fur Coat,"['75', '80', '60', '65', '90', '102']"
676,#0677,/pokedex-sv/icon/new/677.png,Espurr,['psychic'],"Keen Eye, Infiltrator, Own Tempo","['62', '48', '54', '63', '60', '68']"
677,#0678,/pokedex-sv/icon/new/678.png,Meowstic,['psychic'],"Keen Eye, Infiltrator, Prankster","['74', '48', '76', '83', '81', '104']"
678,#0679,/pokedex-sv/icon/new/679.png,Honedge,"['steel', 'ghost']",No Guard,"['45', '80', '100', '35', '37', '28']"
679,#0680,/pokedex-sv/icon/new/680.png,Doublade,"['steel', 'ghost']",No Guard,"['59', '110', '150', '45', '49', '35']"
680,#0681,/pokedex-sv/icon/new/681.png,Aegislash,"['steel', 'ghost']",Stance Change,"['60', '50', '140', '50', '140', '60']"
681,#0682,/pokedex-sv/icon/new/682.png,Spritzee,['fairy'],"Healer, Aroma Veil","['78', '52', '60', '63', '65', '23']"
682,#0683,/pokedex-sv/icon/new/683.png,Aromatisse,['fairy'],"Healer, Aroma Veil","['101', '72', '72', '99', '89', '29']"
683,#0684,/pokedex-sv/icon/new/684.png,Swirlix,['fairy'],"Sweet Veil, Unburden","['62', '48', '66', '59', '57', '49']"
684,#0685,/pokedex-sv/icon/new/685.png,Slurpuff,['fairy'],"Sweet Veil, Unburden","['82', '80', '86', '85', '75', '72']"
685,#0686,/pokedex-sv/icon/new/686.png,Inkay,"['dark', 'psychic']","Contrary, Suction Cups, Infiltrator","['53', '54', '53', '37', '46', '45']"
686,#0687,/pokedex-sv/icon/new/687.png,Malamar,"['dark', 'psychic']","Contrary, Suction Cups, Infiltrator","['86', '92', '88', '68', '75', '73']"
687,#0688,/pokedex-sv/icon/new/688.png,Binacle,"['rock', 'water']","Tough Claws, Sniper, Pickpocket","['42', '52', '67', '39', '56', '50']"
688,#0689,/pokedex-sv/icon/new/689.png,Barbaracle,"['rock', 'water']","Tough Claws, Sniper, Pickpocket","['72', '105', '115', '54', '86', '68']"
689,#0690,/pokedex-sv/icon/new/690.png,Skrelp,"['poison', 'water']","Poison Point, Poison Touch, Adaptability","['50', '60', '60', '60', '60', '30']"
690,#0691,/pokedex-sv/icon/new/691.png,Dragalge,"['poison', 'dragon']","Poison Point, Poison Touch, Adaptability","['65', '75', '90', '97', '123', '44']"
691,#0692,/pokedex-sv/icon/new/692.png,Clauncher,['water'],Mega Launcher,"['50', '53', '62', '58', '63', '44']"
692,#0693,/pokedex-sv/icon/new/693.png,Clawitzer,['water'],Mega Launcher,"['71', '73', '88', '120', '89', '59']"
693,#0694,/pokedex-sv/icon/new/694.png,Helioptile,"['electric', 'normal']","Dry Skin, Sand Veil, Solar Power","['44', '38', '33', '61', '43', '70']"
694,#0695,/pokedex-sv/icon/new/695.png,Heliolisk,"['electric', 'normal']","Dry Skin, Sand Veil, Solar Power","['62', '55', '52', '109', '94', '109']"
695,#0696,/pokedex-sv/icon/new/696.png,Tyrunt,"['rock', 'dragon']","Strong Jaw, Sturdy","['58', '89', '77', '45', '45', '48']"
696,#0697,/pokedex-sv/icon/new/697.png,Tyrantrum,"['rock', 'dragon']","Strong Jaw, Rock Head","['82', '121', '119', '69', '59', '71']"
697,#0698,/pokedex-sv/icon/new/698.png,Amaura,"['rock', 'ice']","Refrigerate, Snow Warning","['77', '59', '50', '67', '63', '46']"
698,#0699,/pokedex-sv/icon/new/699.png,Aurorus,"['rock', 'ice']","Refrigerate, Snow Warning","['123', '77', '72', '99', '92', '58']"
699,#0700,/pokedex-sv/icon/new/700.png,Sylveon,['fairy'],"Cute Charm, Pixilate","['95', '65', '65', '110', '130', '60']"
700,#0701,/pokedex-sv/icon/new/701.png,Hawlucha,"['fighting', 'flying']","Limber, Unburden, Mold Breaker","['78', '92', '75', '74', '63', '118']"
701,#0702,/pokedex-sv/icon/new/702.png,Dedenne,"['electric', 'fairy']","Cheek Pouch, Pickup, Plus","['67', '58', '57', '81', '67', '101']"
702,#0703,/pokedex-sv/icon/new/703.png,Carbink,"['rock', 'fairy']","Clear Body, Sturdy","['50', '50', '150', '50', '150', '50']"
703,#0704,/pokedex-sv/icon/new/704.png,Goomy,['dragon'],"Sap Sipper, Hydration, Gooey","['45', '50', '35', '55', '75', '40']"
704,#0705,/pokedex-sv/icon/new/705.png,Sliggoo,['dragon'],"Sap Sipper, Hydration, Gooey","['68', '75', '53', '83', '113', '60']"
705,#0706,/pokedex-sv/icon/new/706.png,Goodra,['dragon'],"Sap Sipper, Hydration, Gooey","['90', '100', '70', '110', '150', '80']"
706,#0707,/pokedex-sv/icon/new/707.png,Klefki,"['steel', 'fairy']","Prankster, Magician","['57', '80', '91', '80', '87', '75']"
707,#0708,/pokedex-sv/icon/new/708.png,Phantump,"['ghost', 'grass']","Natural Cure, Frisk, Harvest","['43', '70', '48', '50', '60', '38']"
708,#0709,/pokedex-sv/icon/new/709.png,Trevenant,"['ghost', 'grass']","Natural Cure, Frisk, Harvest","['85', '110', '76', '65', '82', '56']"
709,#0710,/pokedex-sv/icon/new/710.png,Pumpkaboo,"['ghost', 'grass']","Pickup, Frisk, Insomnia","['49', '66', '70', '44', '55', '51']"
710,#0711,/pokedex-sv/icon/new/711.png,Gourgeist,"['ghost', 'grass']","Pickup, Frisk, Insomnia","['65', '90', '122', '58', '75', '84']"
711,#0712,/pokedex-sv/icon/new/712.png,Bergmite,['ice'],"Own Tempo, Ice Body, Sturdy","['55', '69', '85', '32', '35', '28']"
712,#0713,/pokedex-sv/icon/new/713.png,Avalugg,['ice'],"Own Tempo, Ice Body, Sturdy","['95', '117', '184', '44', '46', '28']"
713,#0714,/pokedex-sv/icon/new/714.png,Noibat,"['flying', 'dragon']","Frisk, Infiltrator, Telepathy","['40', '30', '35', '45', '40', '55']"
714,#0715,/pokedex-sv/icon/new/715.png,Noivern,"['flying', 'dragon']","Frisk, Infiltrator, Telepathy","['85', '70', '80', '97', '80', '123']"
715,#0716,/pokedex-sv/icon/new/716.png,Xerneas,['fairy'],Fairy Aura,"['126', '131', '95', '131', '98', '99']"
716,#0717,/pokedex-sv/icon/new/717.png,Yveltal,"['dark', 'flying']",Dark Aura,"['126', '131', '95', '131', '98', '99']"
717,#0718,/pokedex-sv/icon/new/718.png,Zygarde,"['dragon', 'ground']",Aura Break,"['108', '100', '121', '81', '95', '95']"
718,#0719,/pokedex-sv/icon/new/719.png,Diancie,"['rock', 'fairy']",Clear Body,"['50', '100', '150', '100', '150', '50']"
719,#0720,/pokedex-sv/icon/new/720.png,Hoopa,"['psychic', 'ghost']",Magician,"['80', '110', '60', '150', '130', '70']"
720,#0721,/pokedex-sv/icon/new/721.png,Volcanion,"['fire', 'water']",Water Absorb,"['80', '110', '120', '130', '90', '70']"
721,#0722,/pokedex-sv/icon/new/722.png,Rowlet,"['grass', 'flying']","Overgrow, Long Reach","['68', '55', '55', '50', '50', '42']"
722,#0723,/pokedex-sv/icon/new/723.png,Dartrix,"['grass', 'flying']","Overgrow, Long Reach","['78', '75', '75', '70', '70', '52']"
723,#0724,/pokedex-sv/icon/new/724.png,Decidueye,"['grass', 'ghost']","Overgrow, Long Reach","['78', '107', '75', '100', '100', '70']"
724,#0725,/pokedex-sv/icon/new/725.png,Litten,['fire'],"Blaze, Intimidate","['45', '65', '40', '60', '40', '70']"
725,#0726,/pokedex-sv/icon/new/726.png,Torracat,['fire'],"Blaze, Intimidate","['65', '85', '50', '80', '50', '90']"
726,#0727,/pokedex-sv/icon/new/727.png,Incineroar,"['fire', 'dark']","Blaze, Intimidate","['95', '115', '90', '80', '90', '60']"
727,#0728,/pokedex-sv/icon/new/728.png,Popplio,['water'],"Torrent, Liquid Voice","['50', '54', '54', '66', '56', '40']"
728,#0729,/pokedex-sv/icon/new/729.png,Brionne,['water'],"Torrent, Liquid Voice","['60', '69', '69', '91', '81', '50']"
729,#0730,/pokedex-sv/icon/new/730.png,Primarina,"['water', 'fairy']","Torrent, Liquid Voice","['80', '74', '74', '126', '116', '60']"
730,#0731,/pokedex-sv/icon/new/731.png,Pikipek,"['normal', 'flying']","Keen Eye, Skill Link, Pickup","['35', '75', '30', '30', '30', '65']"
731,#0732,/pokedex-sv/icon/new/732.png,Trumbeak,"['normal', 'flying']","Keen Eye, Skill Link, Pickup","['55', '85', '50', '40', '50', '75']"
732,#0733,/pokedex-sv/icon/new/733.png,Toucannon,"['normal', 'flying']","Keen Eye, Skill Link, Sheer Force","['80', '120', '75', '75', '75', '60']"
733,#0734,/pokedex-sv/icon/new/734.png,Yungoos,['normal'],"Stakeout, Strong Jaw, Adaptability","['48', '70', '30', '30', '30', '45']"
734,#0735,/pokedex-sv/icon/new/735.png,Gumshoos,['normal'],"Stakeout, Strong Jaw, Adaptability","['88', '110', '60', '55', '60', '45']"
735,#0736,/pokedex-sv/icon/new/736.png,Grubbin,['bug'],Swarm,"['47', '62', '45', '55', '45', '46']"
736,#0737,/pokedex-sv/icon/new/737.png,Charjabug,"['bug', 'electric']",Battery,"['57', '82', '95', '55', '75', '36']"
737,#0738,/pokedex-sv/icon/new/738.png,Vikavolt,"['bug', 'electric']",Levitate,"['77', '70', '90', '145', '75', '43']"
738,#0739,/pokedex-sv/icon/new/739.png,Crabrawler,['fighting'],"Hyper Cutter, Iron Fist, Anger Point","['47', '82', '57', '42', '47', '63']"
739,#0740,/pokedex-sv/icon/new/740.png,Crabominable,"['fighting', 'ice']","Hyper Cutter, Iron Fist, Anger Point","['97', '132', '77', '62', '67', '43']"
740,#0741,/pokedex-sv/icon/new/741.png,Oricorio,"['fire', 'flying']",Dancer,"['75', '70', '70', '98', '70', '93']"
741,#0742,/pokedex-sv/icon/new/742.png,Cutiefly,"['bug', 'fairy']","Honey Gather, Shield Dust, Sweet Veil","['40', '45', '40', '55', '40', '84']"
742,#0743,/pokedex-sv/icon/new/743.png,Ribombee,"['bug', 'fairy']","Honey Gather, Shield Dust, Sweet Veil","['60', '55', '60', '95', '70', '124']"
743,#0744,/pokedex-sv/icon/new/744.png,Rockruff,['rock'],"Keen Eye, Vital Spirit, Steadfast","['45', '65', '40', '30', '40', '60']"
744,#0745,/pokedex-sv/icon/new/745.png,Lycanroc,['rock'],"Keen Eye, Sand Rush, Steadfast","['75', '115', '65', '55', '65', '112']"
745,#0746,/pokedex-sv/icon/new/746.png,Wishiwashi,['water'],Schooling,"['45', '20', '20', '25', '25', '40']"
746,#0747,/pokedex-sv/icon/new/747.png,Mareanie,"['poison', 'water']","Merciless, Limber, Regenerator","['50', '53', '62', '43', '52', '45']"
747,#0748,/pokedex-sv/icon/new/748.png,Toxapex,"['poison', 'water']","Merciless, Limber, Regenerator","['50', '63', '152', '53', '142', '35']"
748,#0749,/pokedex-sv/icon/new/749.png,Mudbray,['ground'],"Own Tempo, Stamina, Inner Focus","['70', '100', '70', '45', '55', '45']"
749,#0750,/pokedex-sv/icon/new/750.png,Mudsdale,['ground'],"Own Tempo, Stamina, Inner Focus","['100', '125', '100', '55', '85', '35']"
750,#0751,/pokedex-sv/icon/new/751.png,Dewpider,"['water', 'bug']","Water Bubble, Water Absorb","['38', '40', '52', '40', '72', '27']"
751,#0752,/pokedex-sv/icon/new/752.png,Araquanid,"['water', 'bug']","Water Bubble, Water Absorb","['68', '70', '92', '50', '132', '42']"
752,#0753,/pokedex-sv/icon/new/753.png,Fomantis,['grass'],"Leaf Guard, Contrary","['40', '55', '35', '50', '35', '35']"
753,#0754,/pokedex-sv/icon/new/754.png,Lurantis,['grass'],"Leaf Guard, Contrary","['70', '105', '90', '80', '90', '45']"
754,#0755,/pokedex-sv/icon/new/755.png,Morelull,"['grass', 'fairy']","Illuminate, Effect Spore, Rain Dish","['40', '35', '55', '65', '75', '15']"
755,#0756,/pokedex-sv/icon/new/756.png,Shiinotic,"['grass', 'fairy']","Illuminate, Effect Spore, Rain Dish","['60', '45', '80', '90', '100', '30']"
756,#0757,/pokedex-sv/icon/new/757.png,Salandit,"['poison', 'fire']","Corrosion, Oblivious","['48', '44', '40', '71', '40', '77']"
757,#0758,/pokedex-sv/icon/new/758.png,Salazzle,"['poison', 'fire']","Corrosion, Oblivious","['68', '64', '60', '111', '60', '117']"
